opportunities,successes,success_rate
6333,2332,0.36822990683720197
6308,2279,0.361287254280279
6371,2272,0.3566159158687804
6261,2217,0.3540967896502156
6147,2165,0.352204327314137
6222,2182,0.35069109611057536
6122,2123,0.34678209735380594
6209,2139,0.3444999194717346
6320,2156,0.3411392405063291
6251,2130,0.3407454807230843
6289,2142,0.34059468913976787
6082,2066,0.33969089115422557
6154,2087,0.33912902177445564
6383,2156,0.33777220742597525
6459,2180,0.33751354698869795
6101,2042,0.3346992296344862
6453,2156,0.33410816674415
6098,2028,0.3325680551000328
6032,1999,0.33139920424403185
6107,2023,0.3312592107417717
6072,2009,0.33086297760210803
6122,2019,0.32979418490689316
6099,2011,0.3297261846204296
6037,1989,0.3294682789464966
6079,1996,0.32834347754564897
6176,2027,0.3282059585492228
6144,2011,0.3273111979166667
6088,1971,0.3237516425755585
6227,2012,0.3231090412718805
6042,1826,0.30221780867262493
