opportunities,successes,success_rate
6369,2310,0.3626943005181347
6264,2246,0.35855683269476374
6299,2247,0.3567232894110176
6260,2214,0.3536741214057508
6141,2171,0.35352548444878684
6291,2213,0.3517723732316007
6285,2210,0.3516308671439936
6237,2187,0.35064935064935066
6201,2170,0.3499435574907273
6432,2242,0.3485696517412935
6356,2213,0.3481749528005035
6194,2137,0.3450113012592832
6335,2183,0.3445935280189424
6218,2133,0.343036346091991
6248,2142,0.34282970550576186
6069,2076,0.34206623826000987
6159,2102,0.3412891703198571
6265,2124,0.3390263367916999
6103,2064,0.3381943306570539
6082,2054,0.33771785596843146
6133,2069,0.33735529104842654
6164,2071,0.33598312783906553
6197,2077,0.3351621752460868
6285,2089,0.33237867939538585
6070,2007,0.3306425041186161
6062,1975,0.3258000659848235
6071,1973,0.32498764618678966
6188,1990,0.321590174531351
6016,1900,0.3158244680851064
6030,1900,0.3150912106135987
